buyer_id,company_name,company_description,ien_code,incorporated_in,city,state_name,location,profile_views,total_inquiries_sent,industry_category,profile_completion_percentage,open_rfqs,logo_url
73b14971-e463-4d0c-baa0-e360a89d0cc2,Fabulous Cartz LLC,,33-4881954,28-05-2026,Dover,Delaware,"Dover, Delaware, United States",0,0,Textile & Apparel Products,75,0,
9b3ee3f3-027f-42a5-b10d-aac8628392e9,KRIS International LLC,"About Us
Since 2025, KRIS International LLC, DBA JD Neel HEALTHCARES has established itself as a premier privately held healthcare distribution partner. Headquartered in Tracy, CA, we bridge the gap between manufacturers and the frontline of care by delivering high-quality medical supplies and healthcare products.
Our Partners
We empower a diverse range of healthcare providers to deliver exceptional patient outcomes, including:
 
•	Independent Pharmacies
•	Medical Supply Stores
•	Physician Practices
•	Home Care Agencies
 
Our Mission
To be the trusted partner our customers can rely on. We are committed to providing reliable and authentic products, sourced directly from manufacturers, at industry-leading prices that help your business thrive.
Our Vision
We believe that quality healthcare begins with Authentic, Affordable and Adaptive supply chain.
•	Authentic: Guaranteed product integrity in every shipment.
•	Affordable: Driving down costs without compromising on standards.
•	Adaptive: From Just-In-Time to replenishment, based on your needs
Contact Us
Headquarters Address: Tracy, CA  95377                    		Phone: (408) 816 9750
Email:  jdneelhealthcares@gmail.com                       		 Website: jdneelhealthcares.com",83-4476209,2019,Tracy,California,"Tracy, California, United States",0,0,Others (Goods),91,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260720T233353Z-605879-073086aa-Logo-cropped.png
7a68494e-a363-4c53-bd49-aacc09084f5c,"Ruvo, Inc.",,99-2094180,22-04-2026,San Francisco,California,"San Francisco, California, United States",0,0,Information Technology (IT & ITES) Services,53,0,
e823c851-7d94-4d45-8e05-f7dd98cf9376,Mveda Inc,,92-1768199,28-05-2026,Hicksville,New York,"Hicksville, New York, United States",0,0,Miscellaneous Products,75,0,
13920833-aed8-429d-a50f-deaa84175b4e,NAROLA USA INC,,99-2192509,23-04-2026,Newyork,New York,"Newyork, New York, United States",0,0,Gems and Jewellery Products,54,0,
4d35c5a4-547d-4a45-bd7c-954a1885b8be,MAISON DIORRA INC,,41-3562226,06-04-2026,10036,New York,"10036, New York, United States",0,0,Gems and Jewellery Products,53,0,
491ab380-883e-4bff-bdb4-b246f839d33e,Aura Event LLC,,39-3793974,30-05-2026,Bothell,Washington,"Bothell, Washington, United States",0,0,Entertainment Services including Audio-visual Services,73,0,
2e7f28e9-b1a8-42a9-b5b6-97dcc65d84b5,Kitchen Xpress Overseas Inc.,,93-2821341,13-05-2026,Philadelphia,Pennsylvania,"Philadelphia, Pennsylvania, United States",0,0,Food Products,62,0,
e69837ca-3a8c-4144-982a-35dd66a14267,Earth Enterprise Fulfilment LLC,,83-3330651,2019,Jersey City,New Jersey,"Jersey City, New Jersey, United States",0,0,Transport and Logistics Service,64,0,
86944d63-f5e4-47bf-949c-cae36687ee4b,Sri Medha Global Traders,,33-5021352,22-04-2026,Atlanta,Georgia,"Atlanta, Georgia, United States",0,0,Food Products,54,0,
7e523a34-102d-458e-a27a-72e4a247b799,Kay Bee Fruits Inc,,82-0882970,22-04-2026,Dover,Delaware,"Dover, Delaware, United States",0,0,Agricultural or Allied Products,54,0,
0c84ce39-9c37-45e8-9e38-473a0f594dcc,EASTERN LIQUORS USA INC,,27-2528406,19-04-2026,Westbury,New York,"Westbury, New York, United States",0,0,Food Products,54,0,
7228d17d-c01e-4e34-af82-35259570b0eb,AXL Bearings and Industrial Solutions,,39-4480878,18-04-2026,Highlandpark,New Jersey,"Highlandpark, New Jersey, United States",0,0,Engineering Products,53,0,
07c6a2bb-5696-4b57-95e3-232722a91677,"RESHMI'S GROUP, INC",,,18-04-2026,Tukwila,Washington,"Tukwila, Washington, United States",0,0,Food Products,56,0,
0092d2d5-733d-4adc-ac5a-2eae96ded80e,First Steps Babywear Pvt Ltd,,,21-05-2026,Alabama,New York,"Alabama, New York, United States",0,0,Textile & Apparel Products,75,0,
5fa8544d-83d5-4152-8c3d-6e1d1066d28e,Dhanima Inc,,,09-04-2012,Sugar Land,Texas,"Sugar Land, Texas, United States",0,0,Wholesale Trade Services,56,0,
b5c5f0bb-9f4a-4874-b24d-c86abf683aa3,LAW OFFICES OF SANJAY CHAUBEY,,30-0185483,17-04-2026,Newyorkcity,New York,"Newyorkcity, New York, United States",0,0,Legal Services,53,0,
f3afd0ca-d355-4a77-aef9-5c6c553689b2,Pantry Buddies,,99-3826833,23-05-2026,Hillsboro,Oregon,"Hillsboro, Oregon, United States",0,0,Food Products,73,0,
0216e039-f539-485f-a86b-892fddb4b508,MEDHAS AI LLC,,,18-01-2024,Cherry Hill,New Jersey,"Cherry Hill, New Jersey, United States",0,0,General Trading,83,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260803T163101Z-587232-1d1e3b31-Medhas%20AI%20Logo-cropped.png
c1339bc0-b6e0-4095-ab08-fdbcda00dce8,SRI LAKSHMI NARASIMHAR OVERSEAS LLC,,82-4159247,08-09-2026,Piscataway,New Jersey,"Piscataway, New Jersey, United States",0,0,Food Products,75,0,
bd96ee51-a161-4a33-8544-3c5042044eb8,Seven Seas Trading,,86-2912535,27-05-2026,Anderson,Wisconsin,"Anderson, Wisconsin, United States",0,0,Construction and Related Engineering Services,73,0,
dd9426a9-8fa4-43c1-bd41-6bc0dc20ec36,Neha Singhania Interiors,,92-2550054,24-05-2026,Franklin,Tennessee,"Franklin, Tennessee, United States",0,0,Others (Services),75,0,
31e25611-b388-4f70-8f91-ecddcc3adc2f,Shrishti LLC,,81-2214913,15-05-2026,Edison,New Jersey,"Edison, New Jersey, United States",0,0,Handicrafts,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260721T031208Z-836278-e92d2e81-Healing%20Partners%20Logo-cropped.png
6649be9b-3d8c-447e-835f-9126b80f2aca,DevQuic,,99-3603149,18-06-2026,Bothell,Washington,"Bothell, Washington, United States",0,0,Engineering Products,73,0,
21985a52-ce5c-4a7e-a4c3-9477741d5fdd,SUBIECO USA LLC,"SUBIECO USA LLC is a U.S.-based importer and distributor focused on premium Indian-origin products and sustainable solutions. The company specializes in sourcing and supplying high-quality spices, herbal ingredients, clean label foods, nutraceutical ingredients, eco-friendly food service products, and agricultural solutions.

Our focus is on bringing authentic, natural, and responsibly sourced products to the U.S. market while ensuring quality, compliance, sustainability, and supply chain reliability. We work with manufacturers, farmer networks, processors, and business partners to create long-term value for B2B and retail markets.",38-4379275,23-05-2026,Houston,Texas,"Houston, Texas, United States",0,0,Others (Goods),87,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260523T161955Z-688615-e933edaf-SUBIECO%20LOGO-cropped.png
0c054788-9306-457b-ae96-f456bc69beb4,GLOWGREEN BIOFERTILIZERS LLC,"OrganixGro is an organic fertilizer company focused on improving soil health through a high-organic-carbon fertilizer solution. Our product is designed to enhance soil structure, support beneficial microbial activity, improve water and nutrient retention, and promote stronger, healthier plant growth. OrganixGro serves farmers, nurseries, landscapers, home growers, and agricultural distributors with a sustainable alternative to conventional fertilizers. Our mission is simple: **restore the soil, strengthen plant growth, and support more sustainable agriculture — Changing the way the world grows.",93-3947803,04-05-2026,Mentor,Ohio,"Mentor, Ohio, United States",0,0,Agricultural or Allied Products,82,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260908T142225Z-604556-4418d68d-PHOTO-2025-12-14-11-49-10-cropped.png
dd616319-0043-4bb2-a25e-e499df69ad2b,Fresh Flours LLC,,86-2838540,02-05-2026,Chattanooga,Tennessee,"Chattanooga, Tennessee, United States",0,0,Agricultural or Allied Products,53,0,
9211fdb8-2b36-4c08-990b-fac671ba4e11,Empire Circuits LLC,We are electronics designers and firmware developers located in USA.,87-2720359,03-06-2026,Piscataway,New Jersey,"Piscataway, New Jersey, United States",0,0,Electronic Products,73,0,
5fc251e6-e194-43cd-8111-502186092aea,Splendour of India LLC,,99-2527648,02-05-2026,Philadelphia,Pennsylvania,"Philadelphia, Pennsylvania, United States",0,0,Food Products,57,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F285638680-fb708dc2-d3c3-437e-b06b-037ba92aafa0.jpeg
a52b01ad-d888-480e-b0ab-6657abec53d5,ONE ASSET MANAGEMENT LLC,,47-5229110,11-09-2026,Greenwich,Connecticut,"Greenwich, Connecticut, United States",0,0,Real Estate Services,75,0,
e0291093-25ca-40e9-830d-1f11f011b3b1,KORDELL GROUP INC,,42-2659350,10-09-2026,Atlanta,Georgia,"Atlanta, Georgia, United States",0,0,Others (Goods),75,0,
842178d3-3961-4ccb-8d40-1374e803a591,OMERA WELLNESS LLC,,42-4652551,10-09-2026,Dover,Delaware,"Dover, Delaware, United States",0,0,Agricultural or Allied Products,81,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260910T174836Z-644528-7487926b-b7c4cde1-db37-4057-8f75-6dbdde6d5dac-cropped.png
21d88f08-a645-4726-9f81-70a6c9765a30,SPICY TANGO LLC,,84-2690722,10-09-2026,Katy,Texas,"Katy, Texas, United States",0,0,Food Products,75,0,
3110fc1f-54bf-4413-a209-92953f4042db,SAAJ BY G LLC,,92-2309139,08-09-2026,Ashburn,Virginia,"Ashburn, Virginia, United States",0,0,Gems and Jewellery Products,73,0,
136ca8ae-0011-4d36-9337-d096e46b44c3,CARTGRAPH AI INC,,42-2194929,08-09-2026,Fremont,California,"Fremont, California, United States",0,0,Miscellaneous Products,73,0,
378d0413-d724-414f-8408-e54e4fb3a95b,Importer,"Syntro is an agentic procurement platform that is purpose-built for hardware manufacturers. We are a broker for our customers as well, who are OEMs across the following industries: Robotics & Automation, Automotive, Consumer Electronics, Semiconductors, Energy, Aerospace & Defense, Industrials, and MedTech.

We facilitate long-term supplier relationships across a variety of categories. Please DM with any inquiries!",42-2552755,06-09-2026,San Francisco,California,"San Francisco, California, United States",0,0,Electronic Products,55,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260906T014721Z-261711-d698201d-logo-transparent-cropped.png
1eafbc84-69a9-4e19-89fc-73a72a7f8358,NEXTGEN SURFACES LLC,,92-3852331,06-09-2026,Monroe Twp,New Jersey,"Monroe Twp, New Jersey, United States",0,0,"Stone, Ceramic, Glassware, etc.",70,0,
83ae91d1-5d4b-427d-bf7b-a0f97b7e760d,PHYSICIAN CARE TEAM LLC,,39-4062088,03-09-2026,Windermere,Florida,"Windermere, Florida, United States",0,0,"Healthcare Services including services by nurses, physiotherapist and paramedical personnel",75,0,
