supplier_id,company_name,company_description,iec_code,deal_in,year_established,city,state_name,location,total_reviews,total_products,catalog_listed_products,industry_category,is_star_exporter,logo_url
fabade8d-7fb1-4bb0-896f-c0f7351a8a29,RAMCO PLASTIC,"Ramco Plastics is a trusted name in industrial plastic packaging, delivering precision-engineered solutions designed to protect and organize cutting tools and related products.
Our team of skilled engineers, technicians, and professionals operates under the visionary leadership of our CEO and founder, Mr. Vipul Maniar. 
With deep expertise and unmatched skill, we specialize in manufacturing a wide range of plastic packaging products including Telescopic
Boxes, Insert Boxes, Changeable Packs, Center Packs, and Vinyl Plastic Caps, along with customized solutions tailored to client requirements.
Driven by innovation and a customer-first approach, we proudly serve clients across India as well as internationally in markets such as the USA, Germany, France, South Africa, and Australia. With a steadfast commitment to excellence and continuous improvement, Ramco Plastics continues to
raise the bar in industrial packaging.",ABQPM6068B,Goods,2024,Thane,Maharashtra,"Thane, Maharashtra, India",0,30,29,Plastic and Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260714T055015Z-750908-f4f133d2-LOGO_3-cropped.png
f29b19a5-9269-44c7-90df-6681719541de,CRAVIUM GOURMET PRIVATE LIMITED,"Cravium is a specialist in private-label coffee capsules and ground coffee blends for global retailers and brands.  We are an R&D- and innovation-led coffee manufacturing partner offering both private label/own brand solutions. We create factory-direct, market-ready coffee products with European-standard precision. Trusted by brands in Walmart, TJX, and HomeGoods, we guarantee seamless logistics via local US/ Europe warehousing.  Fully compliant (FDA, GFSI, FSSC 22000, Sedex).
Our primary manufacturing facility is fully owned by us and located in India. In addition, we maintain offices in the United States and Europe, with local warehousing and shipping capabilities in both regions.

Our operating entities include:
•	Coffeeza USA LLC
•	Coffeeza India Pvt. Ltd.
•	Cravium Gourmet Pvt. Ltd.
•	Cravium Europe BV

The majority of our exports and private label shipments are managed through Cravium Gourmet Pvt. Ltd., while Coffeeza USA LLC serves as our local presence and operational office in the United States, and Cravium Europe BV in EU.

Manufacturing Capabilities
•	Nespresso® compatible capsules
•	Roasted and Ground coffee
•	Functional coffee blends
•	Flavoured coffee blends
•	Low Acid Blends
•	Value and specialty coffees
•	Private label retail-ready coffee products
•	Custom packaging formats for export markets 

Global Reach
Our products are currently available in multiple international markets like:
•	United States, Canada, India, Maldives, United Arab Emirates, Oman etc.

Trusted by Leading Retailers & Brands
We have supplied products to leading domestic and international organizations, including:
•	Walmart
•	TJX Companies
•	HomeGoods
•	Tata Group companies
•	ITC Group companies

Why Buyers Choose Cravium
•	Factory-direct pricing
•	Low to scalable MOQs
•	Strong private label expertise
•	Fast product development cycles
•	Retail-compliant manufacturing systems
•	Export-ready documentation and logistics support
•	Trusted by major international retail channels
•	Products encapsulated/packed at source for maximum freshness.

Strategic Manufacturing Advantage
•	Located near leading coffee farms and growing regions
•	Fresher green coffee sourcing and reduced transit time
•	Better quality control from origin to production
•	Faster roasting and manufacturing cycles
•	Cost-efficient supply chain management
•	Consistent access to premium coffee harvests

Ideal Partners
Cravium is well-positioned to support:
•	Supermarkets & retail chains
•	Coffee brands launching capsules
•	Amazon / DTC coffee brands
•	Hospitality groups
•	Importers & distributors
•	Businesses seeking cost-efficient global sourcing

Specialized Product Range
Cravium’s standout strength lies in its ability to develop and manufacture Functional Coffee Blends and Flavoured Coffee Blends for private label partners worldwide.

- Functional Coffee Blends
Designed for health-conscious, performance-driven, and wellness-focused consumers:
•	Lion’s Mane Coffee 
•	Ashwagandha Coffee 
•	Turmeric Coffee 
•	Collagen Coffee 
•	Creatine Coffee 
•	Custom Functional Formulations

- Flavoured Coffee Blends
Created for indulgence-led retail and specialty coffee markets:
•	Caramel 
•	Pistachio
•	Belgian Chocolate
•	Hazelnut
•	Vanilla
•	Custom flavour development for private label brands

-Certifications / Compliance
•	FSSC 22000 
•	GFSI
•	FSSAI
•	SEDEX
•	KOSHER
•	EUDR Complaint
•	FDA

-Packaging Capabilities
•	Coffee Capsules
•	Stand-up Pouches
•	Jars & Tins
•	Sachets
•	Bulk Packs
•	Fully Customized Retail Packaging

Coffeeza as a brand has earned industry recognition and awards from Forbes, Entrepreneur India, ET (Economic Times), BW (Business World), and others
We are also in the process to get Rainforest Alliance and BRCGS for our new facility.",AAICC7710Q,Goods,2020,Verna,Goa,"Verna, Goa, India",0,29,26,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260511T082538Z-120571-70cc53c5-Cravium-Logo-cropped.png
a19e4d79-ea38-4934-b92f-bb55137c8fee,YAK CARPET AND RUGS LLP,"Yak Carpet is one of India’s oldest and most established luxury handmade carpet companies, founded in 1976 by Mr. Harsh Kumar Talwar. Headquartered in New Delhi, the company has built its reputation on authentic handcrafted rugs, traditional craftsmanship, and a vast inventory of fine carpets sourced from India’s most skilled weaving regions. 

What Yak Carpet offers:

Hand-knotted wool carpets
Pure silk and silk-on-silk carpets
Persian-inspired rugs
Afghan and tribal rugs
Antique and vintage carpets
Contemporary and designer collections
Custom-made rugs for residential and commercial projects 
Why clients choose Yak Carpet

-Nearly 50 years of heritage in handmade carpets.
-One of the largest inventories of handmade rugs in India.
-Bespoke rug design and customization for luxury residences, hotels, embassies, and corporate spaces.
-Worldwide shipping and export experience.
-Focus on craftsmanship, authenticity, and customer education. 
-Global clientele

Over the decades, Yak Carpet has served collectors, interior designers, architects, hospitality projects, embassies, and private clients across the world. The company also undertakes turnkey carpet projects and has supplied rugs internationally through trusted logistics partners.",AACFY7241D,Goods,2020,South Delhi,Delhi,"South Delhi, Delhi, India",0,27,27,Handicrafts,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260720T075249Z-648108-7f192924-Yak%20Carpet%20Logo-cropped.png
03afc7fa-b28b-4f7c-98c8-7e568b6c95b2,MOUNTAIN NATURALS,"Mountain Naturals is a leading global supplier and exporter of premium botanical ingredients, herbal extracts, spray dried powders, spices, and nutraceutical raw materials. Based in India, we specialize in delivering high-quality, natural, and standardized ingredients to industries worldwide including pharmaceuticals, food & beverages, cosmetics, and nutraceuticals.

With a strong focus on quality, consistency, and global standards, our products are carefully sourced, scientifically tested, and processed using advanced techniques to meet international compliance.

We offer:
✔ Herbal Extracts (Ashwagandha, Curcumin, Shilajit, etc.)
✔ Spray Dried Fruit & Vegetable Powders
✔ Spices & Oleoresins
✔ Nutraceutical & Functional Ingredients
✔ Customized Bulk Solutions

At Mountain Naturals, we are committed to:
🌿 Purity & Natural Sourcing
🔬 Advanced Quality Testing (HPLC & Standardization)
🌍 Global Supply & Export Expertise
🤝 Long-term Business Partnerships

Partner with us for reliable sourcing, competitive pricing, and consistent quality across every batch.

📩 Contact us: info@mountainnaturals.in
🌐 www.mountainnaturals.in",COXPG2390Q,Both goods and services,2025,Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India",0,32,27,Agricultural or Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260813T050234Z-855460-ee9e818b-Mountain%20Naturals%20LOGO-cropped.png
4d677858-ead6-4935-bf38-8f7292930665,VARTIS ENGINEERING PRIVATE LIMITED,"Brief Description of Company

VARTIS ENGINEERING PVT. LTD. is a leading Indian precision engineering and manufacturing company specializing in the production of high-quality metal components for global industries. Established in 2016 and headquartered in Rajkot, Gujarat, the company provides end-to-end manufacturing solutions, combining advanced engineering expertise with modern manufacturing technologies.

Our core capabilities include:

High Precision CNC Machining
Investment Casting
Sand Casting
Forging
Metal Fabrication
Rapid Prototyping
Reverse Engineering
Custom Fixtures for Complex Components

VARTIS Engineering serves a wide range of industries, including Automotive, Aerospace, Defense, Agriculture, Marine, and General Engineering, delivering precision-engineered components that meet stringent international quality standards. With a strong focus on innovation, quality, and customer satisfaction, the company exports its products to customers across multiple countries while maintaining long-term partnerships built on reliability, precision, and on-time delivery.",2416917471,Both goods and services,2016,Kothariya Solvant,Gujarat,"Kothariya Solvant, Gujarat, India",0,111,26,Engineering Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260720T065757Z-326194-59c3b5fa-VARTIS%20LOGO%20TM-cropped.png
48f859da-cfa8-44bd-a0fd-4dc67cea27dd,KIDZLET PLAY STRUCTURES PRIVATE LIMITED,"Kidzlet Play Structures Pvt. Ltd. is a leading manufacturer and supplier of innovative playground equipment, outdoor fitness systems, inclusive play solutions, and recreational infrastructure. The company specializes in designing safe, durable, and child-friendly play environments for schools, parks, residential societies, public spaces, and institutional projects across India.

With a focus on quality, creativity, and safety standards, Kidzlet offers customized play solutions manufactured using premium-grade materials and modern production techniques. The company is committed to promoting active play, learning, and inclusive recreation through aesthetically designed and long-lasting products.",AAHCK2420J,Both goods and services,2018,Greater Noida,Uttar Pradesh,"Greater Noida, Uttar Pradesh, India",0,185,24,Sports Goods,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260515T101413Z-328321-c98e55a5-zyro-image-cropped.png
1714364d-c476-4064-8698-d8b472f58ee7,KAVISHIKHA OVERSEAS,Exporter of premium  Handcrafted Beaded Handbags/ OEM & Private label /Global B2B supplier,CKOPB4914J,Goods,2026,East Delhi,Delhi,"East Delhi, Delhi, India",0,23,23,Handicrafts,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260821T081040Z-877063-a48296d4-logo-cropped.png
b0de767f-a5d2-4e29-9e0f-f9d98f34fea1,LIVIA POLYMER PRODUCTS PRIVATE LIMITED,"Livia Polymer Products is an established PET and PP packaging manufacturer based in Tamil Nadu, India. We design and produce a versatile range of bottles, jars, and containers for food, beverages, healthcare, personal care, and everyday consumer products. With a focus on quality, innovation, and thoughtful design, Livia creates packaging solutions that bring practicality and presentation together—from everyday bottles to distinctive jars and containers.",0488024625,Goods,1985,Mandaiyur,Tamil Nadu,"Mandaiyur, Tamil Nadu, India",0,37,23,Plastic and Allied Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260716T063157Z-237942-11b9e474-Livia%20Polymer%20Logo-cropped.png
63ec7c34-3ca3-416b-a3f8-b6d1174655e3,Thenga,"Thenga is a homegrown brand from Kerala that repurposes coconut waste into lasting, sustainable and handmade home products. Founded in the year 2019 by Maria Kuriakose, Thenga today is an established brand retailing all over India. A native of Kerala, Maria was always convinced that coconuts are more than just coconut oil and water. She naturally started looking at the byproducts of coconut processing units and that’s how it all began. From making her first coconut shell bowl to exporting abroad, Maria and Thenga have come a long way. 

Thenga is for the conscious customer. Each piece speaks of the hands that made it. Cut and polished to reveal the grainy detail in the shell, Thenga products are completely natural, safe and sustainable. Coconut shells are tough and inherently hardy, so they last for decades and make perfect substitutes for plastic products. Thenga is all about reusing and repurposing what is traditionally considered “waste.” The team strives to make sure that nothing is left unused at their unit. Thenga products don’t come with the guilt that is innate in mass produced products. By making products close to nature, Thenga hopes to make better choices available to customers.",DSYPK4288M,Goods,2025,Palakkad,Kerala,"Palakkad, Kerala, India",0,25,21,Handicrafts,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F275913519-label.png
5d01905d-c8e6-497a-9a61-2d9e4c5364c2,MIRACLE ELECTRONIC DEVICES PRIVATE LIMITED,"Miracle Electronic Devices Pvt. Ltd. (Miracle Electronics) was born in the year 1994 with a dream of setting up a world class manufacturing facility producing state-of-the-art transformers and inductors for customers across the globe. The beginning was small and challenging. Miracle Electronic Devices, in its early days, dealt with Toroidal and laminated transformers with a limited manpower of 15 individuals who were adept at multitasking. In the last 32 years, we have grown by leaps and bounds, all thanks to our esteemed customers, and today we serve over 22 countries across the globe. The team of 15 has grown to an enviable force of 300+, and the product gamut now encompasses all the categories in Transformers, Inductors, Chokes, Filters and Wiring Harness segments, but the vision has remained unchanged. We are today one of the market leaders in the segment we operate, with an unarguable commitment to quality and innovation. Today, Miracle Electronic Devices Pvt. Ltd. boasts one of Asia's most comprehensive standard ranges of Toroidal / laminated transformers, wire harness, box building, SMPS and power supplies. The gamut spans small wound Toroidal / laminated transformers to large three-phase auto power transformers and energy saving transformers.

For inquiries, please contact us at info@miracle.net.in or sales@miracle.net.in. Visit us at www.miracle.net.in or call +91 9972275966.",0793017327,Goods,1994,Bengaluru,Karnataka,"Bengaluru, Karnataka, India",0,22,20,Electronic Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260707T104856Z-426515-3c117d23-Screenshot%202026-07-07%20at%204.18.36%C3%A2%C2%80%C2%AFPM-cropped.png
c2e0bccd-cdaa-486d-9614-0c0d512b54f0,SHISH JEWELS LIMITED,"SHISH JEWELS : GLOBAL BRILLIANCE, ROOTED IN DIAMOND CITY OF THE WORLD - SURAT, INDIA

Building on decades of experience, Shish Jewels Limited is dedicated to fostering genuine partnerships. We meticulously refine our processes, from design to global distribution, ensuring that your needs are not just met, but anticipated with absolute quality and ethical precision. With over 700 valued employees and a world - class 20,000 sq. ft. facility, we are equipped to support your vision and grow together, with mutual respect at the core of every endeavor. Our journey reflects shared integrity. Shish Jewels is deeply dedicated to responsible practices, as shown by our RJC Certification, which involves integrity and craftsmanship. Our customers experience meticulous attention to detail and quality in every piece.

ACCREDITED and ASSOCIATION: 
JA - Jewelers of America
JBT - The Jewelers Board of Trade
RJC - Responsible Jewellery Council
CBG - Continental Buying Group
SJMA   - Surat Jewellery Manufacturers Association
GJTCI - The Gem and Jewellery Trade Council of India
GJEPC - The Gem and Jewellery Export Promotion Council India
SGCCI - The Southern Gujarat Chamber Of Commerce And Industry

Certified Responsibility, Assured Trust: 
Our entire supply chain adheres to the rigorous standards of the Responsible Jewellery Council (RJC), providing you with total peace of mind.

Harmonious and Respectful Sourcing: 
We prioritize social and environmental well-being, ensuring every diamond is sourced responsibly building a legacy with materials you can be proud of. 

Empowering A Shared Future: 
Partner with us to make a conscious choice to bring respect and sparkle.

LET'S CRAFT BRILLIANCE TOGETHER. 
CONTACT US FOR A RESPECTFUL CONSULTATION,

SHISH JEWELS LIMITED (SURAT, INDIA)
WhatsApp / Call : +91 93139 22471
Email : rahul.sanghani@shishgroup.com 
",ABECS7432G,Goods,2020,Surat,Gujarat,"Surat, Gujarat, India",0,1,1,Gems and Jewellery Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F408636378-Shish%20Jewels%20Logo.png
503cb897-8dd0-47d7-9e23-8fd7f92ed81b,KANIN COMMERCE PRIVATE LIMITED,"Kanin Commerce Pvt. Ltd. is a leading Indian garment manufacturer and exporter specializing in premium-quality apparel for global markets. Recognized by the Government of India as a Star Export House, we are committed to delivering excellence in quality, craftsmanship, and reliability.
With a strong focus on international standards and customer satisfaction, we manufacture a wide range of garments tailored to diverse market requirements. Our products are exported to clients across the USA, Europe, the Middle East, and Africa, reflecting our growing global presence and trusted partnerships worldwide.
At Kanin Commerce Pvt. Ltd., we combine modern manufacturing capabilities with skilled workmanship to create garments that meet the highest expectations in design, comfort, and durability. Our dedication to ethical practices, timely delivery, and consistent quality has made us a preferred sourcing partner for international buyers.",AAHCK4444Q,Goods,2019,East Delhi,Delhi,"East Delhi, Delhi, India",0,1,0,Textile & Apparel Products,1,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F20260514T122956Z-797150-a1f9d3ad-Screenshot%202026-05-14%20at%205.59.47%C3%A2%C2%80%C2%AFPM-cropped.png
07cf0dae-b5b2-4c0b-8857-03be94dbea75,TABPS PETS PRIVATE LIMITED,"TABPS Pets Private Limited is an India-based manufacturer and exporter of premium pet nutrition, treats, and grooming products, headquartered in Coimbatore, Tamil Nadu. Established in 2020, the company specializes in developing Ayurveda-inspired, science-backed pet care solutions designed to enhance animal health and wellbeing.

The company operates through its key brands, including Filomilo, a flagship premium pet nutrition brand offering veterinarian-approved recipes made with natural ingredients and Ayurvedic formulations, and Filotail, which caters to everyday pet care needs with accessible, high-quality products.",AAICT0656J,Goods,2020,Peelamedu Coimbatore,Tamil Nadu,"Peelamedu Coimbatore, Tamil Nadu, India",0,8,8,Food Products,0,http://indiausatrade.mea.gov.in/api/public/image/stream?key=profile-logos%2F462784040-100KB%20Image.jpeg
